"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2018,107281772,110536561,2,32396275
2018,107281772,110536559,2,32396274
2018,107281802,110536599,17,32396293
2018,107281837,110536642,14,32396301
2018,107281959,110536761,15,32396333
2018,107282768,110537547,24,32396563
2018,107282809,110537589,14,32396567
2018,107282913,110537676,5,32396589
2018,107283010,110537763,16,32396616
2018,107283717,110538513,24,32396834
2018,107283785,110538587,16,32396851
2018,107283817,110538617,16,32396861
2018,107283813,110538617,19,32396859
2018,107284177,110538954,16,32396983
2018,107284708,110539476,15,32397105
2018,107285205,110539981,1,32397209
2018,107285291,110540056,5,32397228
2018,107286237,110540985,3,32397489
2018,106127692,109360191,24,32043209
2018,106128310,109360777,9,32043341
2018,106129485,109361916,1,32043573
2018,106129548,109361971,24,32043595
2018,106131138,109363450,24,32043963
2018,106131243,109363555,24,32043997
2018,106131457,109363776,24,32044043
2018,105582666,108809760,26,31883896
2018,105583052,108810136,17,31884005
2018,105583480,108810540,5,31884151
2018,105583473,108810540,5,31884150
2018,105583709,108810781,17,31884206
2018,105583715,108810787,1,31884210
2018,105583739,108810818,19,31884221
2018,105583800,108810876,3,31884233
2018,105583814,108810894,21,31884235
2018,105583851,108810928,1,31884244
2018,105583850,108810918,18,31884242
2018,105583850,108810922,18,31884243
2018,105583908,108810986,3,31884261
2018,105583952,108811021,16,31884273
2018,105584181,108811233,3,31884316
2018,105584304,108811357,15,31884349
2018,107697558,110965176,24,32533211
2018,107697940,110965556,9,32533406
2018,107697940,110965553,9,32533404
2018,107697940,110965545,9,32533403
2018,107697936,110965556,9,32533401
2018,107697936,110965545,15,32533398
2018,107697936,110965553,15,32533399
2018,107698133,110965751,16,32533493
2018,107698135,110965751,16,32533496
2018,107698416,110966042,1,32533635
2018,107698539,110966172,21,32533673
2018,107255481,110510034,16,32389153
2018,107255775,110510312,24,32389247
2018,107698755,110966372,18,32533716
2018,107255790,110510325,24,32389252
2018,107255868,110510393,24,32389275
2018,107256017,110510556,1,32389317
2018,107256040,110510574,3,32389321
2018,107256056,110510591,16,32389326
2018,107256169,110510716,16,32389356
2018,107256182,110510708,14,32389360
2018,107256182,110510709,14,32389364
2018,107256172,110510708,14,32389353
2018,107256172,110510709,14,32389354
2018,107256272,110510820,22,32389380
2018,107256345,110510890,3,32389395
2018,107256479,110511031,21,32389426
2018,107256610,110511161,3,32389450
2018,107256700,110511244,16,32389493
2018,107257121,110511653,5,32389614
2018,107698810,110966430,16,32533731
2018,107698939,110966564,18,32533760
2018,107699173,110966783,17,32533816
2018,107699195,110966806,3,32533821
2018,107699284,110966890,16,32533845
2018,107699507,110967081,3,32533911
2018,107699636,110967218,18,32533961
2018,107700099,110967655,3,32534086
2018,107700133,110967691,21,32534117
2018,107700195,110967752,1,32534145
2018,107700335,110967880,3,32534192
2018,107700519,110968061,3,32534236
2018,106123629,109356422,18,32042234
2018,106124111,109356892,16,32042355
2018,106124201,109356989,18,32042379
2018,106124325,109357099,3,32042392
2018,106124557,109357326,12,32042456
2018,106124604,109357369,3,32042480
2018,106124768,109357513,24,32042529
2018,106124860,109357614,1,32042565
2018,106124923,109357664,3,32042584
2018,106124934,109357670,3,32042585
2018,106124990,109357723,24,32042592
2018,106125017,109357744,24,32042598
2018,106125145,109357862,1,32042644
2018,106125312,109358011,24,32042684
2018,106125524,109358204,18,32042745
2018,106125537,109358223,24,32042748
2018,106126023,109358665,24,32042852
2018,106126048,109358694,1,32042857
2018,106126280,109358892,24,32042902
2018,106126279,109358892,24,32042901
2018,106126326,109358951,17,32042914
2018,106126636,109359219,3,32042966
2018,106126702,109359288,24,32042974
2018,106126948,109359530,18,32043040
2018,106127037,109359605,26,32043068
2018,106127058,109359627,3,32043075
2018,106127267,109359815,24,32043122
2018,106127343,109359878,24,32043155
2018,122742329,126168576,3,37772704
2018,105593292,108820406,21,31886875
2018,105593398,108820532,24,31886903
2018,105593520,108820655,5,31886922
2018,105593520,108820659,15,31886924
2018,105593520,108820657,5,31886923
2018,105593984,108821141,18,31887062
2018,105594111,108821279,18,31887093
2018,105594298,108821476,26,31887137
2018,105594313,108821486,3,31887140
2018,107788116,111057647,3,32561115
2018,107788279,111057852,21,32561171
2018,107788564,111058141,18,32561271
2018,107788621,111058209,3,32561299
2018,107789660,111059294,3,32561689
2018,107790300,111059977,3,32561911
2018,107259807,110514323,24,32390383
2018,107259804,110514323,24,32390381
2018,107259806,110514323,24,32390382
2018,107259958,110514471,3,32390441
2018,107260065,110514563,24,32390467
2018,107263704,110518329,11,32391507
2018,107263993,110518608,24,32391608
2018,107265007,110519613,18,32391933
2018,107265175,110519761,3,32391966
2018,107265438,110520048,24,32392026
2018,107265583,110520206,21,32392056
2018,107266009,110520641,3,32392178
2018,107258038,110512584,17,32389948
2018,107258040,110512584,23,32389949
2018,107258344,110512902,19,32390008
2018,107258417,110512971,3,32390024
2018,107258493,110513062,18,32390060
2018,107258783,110513327,24,32390124
2018,107259102,110513634,17,32390192
2018,107259223,110513749,3,32390211
2018,107259475,110513998,21,32390285
2018,107259655,110514184,3,32390330
2018,107259661,110514176,21,32390331
2018,107259783,110514300,16,32390372
2018,107259799,110514312,15,32390379
2018,107259870,110514386,5,32390407
2018,107275938,110530694,18,32394529
2018,107275938,110530692,18,32394528
2018,107276480,110531221,18,32394659
2018,107276647,110531408,11,32394698
2018,107277153,110531941,17,32394815
2018,107277158,110531941,16,32394816
2018,107270405,110525066,22,32393264
2018,107270680,110525354,11,32393326
2018,107271835,110526555,3,32393610
2018,107272379,110527125,16,32393714
2018,107273527,110528298,16,32393940
2018,107273738,110528491,21,32393993
2018,107273952,110528705,10,32394049
2018,107274122,110528874,17,32394069
2018,107248604,110503377,17,32387282
2018,107249326,110504117,8,32387470
2018,107249367,110504161,24,32387479
2018,107249662,110504446,3,32387566
2018,107249710,110504487,1,32387582
2018,107249774,110504546,1,32387600
2018,107250189,110504953,18,32387744
2018,107250364,110505115,3,32387803
2018,107250662,110505403,16,32387937
2018,107250812,110505536,18,32388003
2018,107251422,110506111,6,32388186
2018,107253018,110507635,3,32388657
