"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2018,29896797,1,29917172
2018,29901554,1,29927067
2018,30543795,1,30550389
2018,29896799,1,29917175
2018,29896804,1,29917180
2018,29901824,3,29927088
2018,29891770,1,29922252
2018,29891775,1,29927094
2018,29901836,1,29917215
2018,29891782,1,29927109
2018,29901858,1,29917235
2018,29901862,1,29917240
2018,29901867,1,29917244
2018,29901614,1,29927125
2018,29901625,1,29927134
2018,29901889,1,29927280
2018,29901898,1,29932278
2018,29901901,1,29927149
2018,29901913,7,29927290
2018,29906815,1,29932313
2018,30539516,1,30538790
2018,29906822,1,29927303
2018,29901958,1,29927306
2018,29901680,1,29927188
2018,29901974,1,29932356
2018,29901975,7,29932357
2018,29901685,1,29927312
2018,29901982,1,29932363
2018,29906833,1,29927200
2018,29901991,1,29932372
2018,29902000,1,29927315
2018,29906841,8,29932389
2018,29902011,7,29927216
2018,29906848,7,29927323
2018,29902023,1,29932408
2018,29901714,1,29932409
2018,29901729,1,29932431
2018,29902046,7,29932436
2018,29901737,1,29927248
2018,29901769,7,29927352
2018,29902079,1,29932474
2018,29902083,1,29932480
2018,29902085,1,29932483
2018,29902088,8,29932488
2018,29902090,1,29927355
2018,29902092,1,29932492
2018,30532611,1,30550492
2018,29902108,1,29932508
2018,29911814,1,29932522
2018,29906904,1,29937318
2018,29902138,1,29932555
2018,29902144,1,29932562
2018,29906916,1,29932563
2018,29911852,1,29937336
2018,30539581,1,30545709
2018,29902162,1,29932581
2018,29911866,1,29937348
2018,29911877,1,29937361
2018,29902182,1,29932599
2018,29902184,1,29932600
2018,29906934,1,29937370
2018,29902208,1,29932622
2018,29902223,1,29932635
2018,29902225,3,29937397
2018,29906955,1,29932646
2018,29906966,1,29927430
2018,29911920,1,29937418
2018,29906970,6,29927432
2018,29902284,1,29932692
2018,29902298,1,29932708
2018,29902307,7,29927450
2018,29902314,1,29932722
2018,29902322,7,29927457
2018,29906994,8,29932737
2018,29902333,1,29932742
2018,29902336,1,29932745
2018,29911984,1,29937474
2018,30539654,1,30545776
2018,29911995,1,29932790
2018,29911997,1,29937484
2018,29907025,1,29932797
2018,29912009,1,29937494
2018,29907034,1,29927493
2018,29902393,1,29932818
2018,29902398,1,29937502
2018,30544068,1,30545867
2018,30532742,1,30538942
2018,30539803,1,30550737
2018,30539861,1,30545984
2018,30532793,1,30545995
2018,30539876,4,30546000
2018,30544225,1,30546008
2018,30544259,1,30550860
2018,30544288,1,30550888
2018,30532832,1,30539040
2018,30532840,1,30539048
2018,30532882,1,30546073
2018,30544360,1,30546074
2018,30539957,1,30539097
2018,30532888,1,30539098
2018,30544363,1,30550964
2018,30532908,1,30539119
2018,30532914,1,30539125
2018,30544382,1,30550982
2018,30544397,1,30546123
2018,29907012,1,29927477
2018,29907028,1,29932810
2018,29902424,1,29937519
2018,30516263,1,30527823
2018,30521562,1,30527829
2018,30521568,1,30527839
2018,30516282,1,30522684
2018,30521572,1,30527844
2018,30521594,1,30518237
2018,30521605,1,30527874
2018,30512017,1,30518257
2018,30512027,1,30518269
2018,30512029,1,30527910
2018,30516344,1,30522735
2018,30521651,1,30518286
2018,30521658,1,30527928
2018,30521662,1,30527933
2018,30516381,1,30522776
2018,30521696,1,30522777
2018,30516388,1,30522784
2018,30512075,1,30518321
2018,30521704,1,30527974
2018,30512114,1,30528016
2018,30521750,1,30528017
2018,30512117,1,30522827
2018,30516436,1,30518369
2018,30512121,1,30528021
2018,30516438,1,30528023
2018,30516439,1,30528026
2018,30521756,1,30518379
2018,30516444,1,30518384
2018,30516449,1,30518385
2018,30512135,1,30522850
2018,30516460,1,30518394
2018,30521792,3,30528056
2018,29370475,1,29389306
2018,29375866,1,29399690
2018,29370915,1,29389317
2018,29370497,1,29389324
2018,29375904,1,29399727
2018,29370514,1,29399740
2018,29370545,1,29404713
2018,29370996,1,29399778
2018,29375972,1,29404727
2018,29375983,1,29404739
2018,29371024,1,29404750
2018,29371027,1,29404753
2018,29371029,1,29404758
2018,29376097,1,29409449
2018,30521805,1,30522873
2018,30516494,1,30522878
2018,30521819,1,30528084
2018,29376120,1,29404827
2018,29380651,1,29409471
2018,30516502,1,30528085
2018,29376148,1,29399973
2018,29376150,1,29399976
2018,29380672,1,29409495
